what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1467974462607
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1467974462654
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1467974462685
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1467974462701
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1467974462732
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1467974462779
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1467974462794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1467974462794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1467974462794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467974482950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467974498421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467974504239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467974521914
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467974521992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467974522039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467974568231
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467974579229
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467974579509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467974990876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975005521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975005537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975010420
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1467975010435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975013352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975096265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975100243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975100695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975100742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975594781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467975597339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975634218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975664404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975704168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975704340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975745274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975746319
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467975762262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975762278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975768627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467975771264
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467975776911
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467975781669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975799453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975884707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467975895315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1467976087678
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467976092093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1467976108177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467976138488
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1467976146600
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1467976150312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1467976180031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1467976192153
