what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401467794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401502711
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468401506892
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1468401508498
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1468401508514
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1468401508592
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1468401508592
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1468401508592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401519403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401572888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401588380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401591486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401596915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401629615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401639751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401647020
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401647083
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401647098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401654074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1468401685004
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401688937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468401693804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468401700731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468401710340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1468401833254
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468401850245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401866719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468401887736
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401887799
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401887830
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468401895630
